Name,Duration_(s),Source_Counts(ph)_(0.2-5_MeV),Asymmetry,Coverage,Background_Counts,MDP99_(%),Class,Photon_Fluence_(ph/cm2)_(0.2-5_MeV),Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Start_Time_(MJD),Average_Flux_of_Entire_Source_(0.2-5_MeV),Peak_Flare_Flux_(0.2-5_MeV),StarttimeMJD,EndtimeMJD,Threshold,QuiescentBkg,QuiescentBkgErr
4FGL J1512.8-0906,604800.0,16904.934030963155,0.0,0.0017543859649122807,3024000.0,147.5108544900429,FSRQ,1253.0849273375425,0.002071899681444349,56352.50001157408,0.0008287509046693094,0.002071899681444349,55000.0,59000.0,1.5e-06,5.70787213740458e-07,3.376956968536457e-09
4FGL J1512.8-0906,604800.0,20588.13194832384,0.0,0.0017543859649122807,3024000.0,121.19462788563011,FSRQ,1526.10343105913,0.002523319165110995,56534.50001157408,0.0008287509046693094,0.002523319165110995,55000.0,59000.0,1.5e-06,5.70787213740458e-07,3.376956968536457e-09
4FGL J1512.8-0906,2419200.0,89152.27779457663,-0.75,0.007017543859649123,12096000.0,55.9911096124374,FSRQ,6608.447884953297,0.002731666619110986,56548.50001157408,0.0008287509046693094,0.003842853040444268,55000.0,59000.0,1.5e-06,5.70787213740458e-07,3.376956968536457e-09
4FGL J1512.8-0906,1209600.0,38343.03472944716,-0.5,0.0035087719298245615,6048000.0,92.00846124773297,FSRQ,2842.1926284862693,0.00234969628677767,56583.50001157408,0.0008287509046693094,0.002812690628999871,55000.0,59000.0,1.5e-06,5.70787213740458e-07,3.376956968536457e-09
4FGL J1512.8-0906,6652800.0,267834.5972726899,-0.5454545454545454,0.01929824561403509,33264000.0,30.91704792871317,FSRQ,19853.345552677485,0.0029842089875958223,57094.50001157408,0.0008287509046693094,0.004965614320333105,55000.0,59000.0,1.5e-06,5.70787213740458e-07,3.376956968536457e-09
4FGL J1512.8-0906,1209600.0,45426.107647448465,0.5,0.0035087719298245615,6048000.0,77.70720461543512,FSRQ,3367.2282125662455,0.002783753482610983,57206.50001157408,0.0008287509046693094,0.0031599363856665216,55000.0,59000.0,1.5e-06,5.70787213740458e-07,3.376956968536457e-09
4FGL J1512.8-0906,1209600.0,62992.12848409175,0.5,0.0035087719298245615,6048000.0,56.11844342353255,FSRQ,4669.316461084586,0.0038602153282776006,57234.50001157408,0.0008287509046693094,0.00474569200777756,55000.0,59000.0,1.5e-06,5.70787213740458e-07,3.376956968536457e-09
4FGL J1512.8-0906,2419200.0,84524.67015481576,0.25,0.007017543859649123,12096000.0,59.045329520072066,FSRQ,6265.424636687712,0.0025898746018054365,57626.50001157408,0.0008287509046693094,0.0030441878001109712,55000.0,59000.0,1.5e-06,5.70787213740458e-07,3.376956968536457e-09
4FGL J1512.8-0906,3628800.0,88680.07293337655,0.6666666666666666,0.010526315789473684,18144000.0,68.85496337245132,FSRQ,6573.445512681298,0.0018114653639443614,58571.50001157408,0.0008287509046693094,0.0026853671848887655,55000.0,59000.0,1.5e-06,5.70787213740458e-07,3.376956968536457e-09
4FGL J1522.1+3144,2116800.0,2299.677807784425,0.42857142857142855,0.04929577464788732,10584000.0,2023.2108025116254,FSRQ,180.20785374623736,8.513220604036157e-05,55502.00001157408,4.145522513060031e-05,0.00010519118594226494,55500.0,56000.0,5e-07,3.056571428571428e-07,7.972021387327056e-09
4FGL J1522.1+3144,1814400.0,1489.8840268614495,0.0,0.04225352112676056,9072000.0,2891.150855739862,FSRQ,116.75061693541019,6.434668040972784e-05,55575.50001157408,4.145522513060031e-05,9.30610311669407e-05,55500.0,56000.0,5e-07,3.056571428571428e-07,7.972021387327056e-09
4FGL J1522.1+3144,604800.0,515.6446926545517,0.0,0.014084507042253521,3024000.0,4822.957145884025,FSRQ,40.40706182595197,6.681061809846556e-05,55666.50001157408,4.145522513060031e-05,6.681061809846556e-05,55500.0,56000.0,5e-07,3.056571428571428e-07,7.972021387327056e-09
4FGL J1522.1+3144,4233600.0,2900.7756752736905,-0.7142857142857143,0.09859154929577464,21168000.0,2268.2533494825852,FSRQ,227.31121588897238,5.369218062381245e-05,55708.50001157408,4.145522513060031e-05,6.946408945556775e-05,55500.0,56000.0,5e-07,3.056571428571428e-07,7.972021387327056e-09
4FGL J1522.1+3144,3024000.0,1989.4376794615328,0.0,0.07042253521126761,15120000.0,2795.1824672608323,FSRQ,155.8967491724672,5.155315779512804e-05,55869.50001157408,4.145522513060031e-05,6.595771659082558e-05,55500.0,56000.0,5e-07,3.056571428571428e-07,7.972021387327056e-09
4FGL J1522.1+3144,1814400.0,1425.519866643576,0.0,0.04225352112676056,9072000.0,3021.6795304669995,FSRQ,111.70689857983035,6.156685327371602e-05,55932.50001157408,4.145522513060031e-05,6.700015176683001e-05,55500.0,56000.0,5e-07,3.056571428571428e-07,7.972021387327056e-09
4FGL J1642.9+3948,604800.0,10366.070642911716,0.0,0.005917159763313609,3024000.0,240.30115603322403,FSRQ,764.2560361107312,0.0012636508533576906,59670.50001157408,0.0004177694111052925,0.0012636508533576906,59300.0,60500.0,5e-07,1.688333333333333e-07,3.003839333817381e-09
4FGL J1642.9+3948,604800.0,11437.231276012591,0.0,0.005917159763313609,3024000.0,217.8340482863752,FSRQ,843.2291598421734,0.0013942281082046518,59684.50001157408,0.0004177694111052925,0.0013942281082046518,59300.0,60500.0,5e-07,1.688333333333333e-07,3.003839333817381e-09
4FGL J1642.9+3948,604800.0,32134.818993026318,0.0,0.005917159763313609,3024000.0,77.79405935767491,FSRQ,2369.193711943267,0.003917317645408841,59824.50001157408,0.0004177694111052925,0.003917317645408841,59300.0,60500.0,5e-07,1.688333333333333e-07,3.003839333817381e-09
4FGL J1642.9+3948,1814400.0,44608.657333330084,-0.6666666666666666,0.01775147928994083,9072000.0,96.79068023108083,FSRQ,3288.848475396513,0.0018126369463164205,60216.50001157408,0.0004177694111052925,0.0023166932311557663,59300.0,60500.0,5e-07,1.688333333333333e-07,3.003839333817381e-09
4FGL J1740.5+5211,4838400.0,42839.493207235646,-0.625,0.18604651162790697,24192000.0,164.3280822174163,FSRQ,3160.261047477262,0.000653162418873442,54826.50001157408,0.0002837621342751952,0.0014332894548065161,54500.0,55000.0,1e-07,9.591891891891891e-08,5.728986654605041e-09
4FGL J1740.5+5211,604800.0,5866.142266390369,0.0,0.014084507042253521,3024000.0,424.32162653380095,FSRQ,432.74416935217795,0.0007155161530293947,57206.50001157408,0.0003317029056601879,0.0007155161530293947,57000.0,57500.0,3e-07,9.698974358974358e-08,5.342579906983143e-09
4FGL J1740.5+5211,2419200.0,36584.742147172736,0.0,0.056338028169014086,12096000.0,136.14845135273134,FSRQ,2698.849283309955,0.0011155957685639695,57276.50001157408,0.0003317029056601879,0.0013068891249338156,57000.0,57500.0,3e-07,9.698974358974358e-08,5.342579906983143e-09
4FGL J1800.6+7828,1209600.0,12844.771321070968,0.0,0.012903225806451613,6048000.0,274.0793030194294,FSRQ,950.3399859080165,0.0007856646708895639,58942.50001157408,0.00018925420129378467,0.0008181232748775861,58900.0,60000.0,5e-07,1.8806691275167783e-07,2.4734195708236265e-09
4FGL J1800.6+7828,1209600.0,9490.707623354872,-0.5,0.012903225806451613,6048000.0,370.8376508673621,FSRQ,702.1844705199593,0.0005805096482473208,59082.50001157408,0.00018925420129378467,0.0006783015961599519,58900.0,60000.0,5e-07,1.8806691275167783e-07,2.4734195708236265e-09
4FGL J1800.6+7828,2419200.0,18158.20691522162,-0.75,0.025806451612903226,12096000.0,274.10041771580285,FSRQ,1343.462617790517,0.0005553334233591754,59285.50001157408,0.00018925420129378467,0.000829775081437389,58900.0,60000.0,5e-07,1.8806691275167783e-07,2.4734195708236265e-09
4FGL J1800.6+7828,1209600.0,25240.519915875688,-0.5,0.012903225806451613,6048000.0,139.62011181163155,FSRQ,1867.458340952723,0.0015438643691738781,59649.50001157408,0.00018925420129378467,0.0022055205273912547,58900.0,60000.0,5e-07,1.8806691275167783e-07,2.4734195708236265e-09
4FGL J1833.6-2103,604800.0,1326.1420422814695,0.0,0.010101010101010102,3024000.0,1875.5648886223262,FSRQ,112.68477921138071,0.00018631742594474323,58557.50001157408,8.198039111903114e-05,0.00018631742594474323,58300.0,59000.0,7e-06,2.8905730337078652e-06,3.4209340685307816e-08
4FGL J1833.6-2103,3024000.0,10075.74341349648,0.4,0.050505050505050504,15120000.0,552.0513664905345,FSRQ,856.1548354104535,0.0002831199852547796,58571.50001157408,8.198039111903114e-05,0.0004056357243815443,58300.0,59000.0,7e-06,2.8905730337078652e-06,3.4209340685307816e-08
4FGL J1833.6-2103,604800.0,1180.967821170706,0.0,0.010101010101010102,3024000.0,2106.0741276667195,FSRQ,100.34905307384949,0.00016592105336284637,58613.50001157408,8.198039111903114e-05,0.00016592105336284637,58300.0,59000.0,7e-06,2.8905730337078652e-06,3.4209340685307816e-08
4FGL J1833.6-2103,907200.0,6899.853430320561,0.0,0.015151515151515152,4536000.0,441.7359586921206,FSRQ,586.2935006938997,0.0006462670863027994,58837.50001157408,8.198039111903114e-05,0.0006462670863027994,58300.0,59000.0,7e-06,2.8905730337078652e-06,3.4209340685307816e-08
4FGL J2056.2-4714,604800.0,9724.277064354957,0.0,0.014285714285714285,3024000.0,256.13372565081886,FSRQ,717.6324167610964,0.0011865615356499608,58578.50001157408,0.0006311514933079259,0.0011865615356499608,58500.0,59000.0,5e-07,2.1546511627906978e-07,1.2967176856194826e-08
4FGL J2056.2-4714,2419200.0,40948.3229506822,0.0,0.05714285714285714,12096000.0,121.66192086091468,FSRQ,3021.9052549549288,0.0012491341166315016,58634.50001157408,0.0006311514933079259,0.0014498298763722958,58500.0,59000.0,5e-07,2.1546511627906978e-07,1.2967176856194826e-08
4FGL J2056.2-4714,2419200.0,42938.76091229235,0.0,0.05714285714285714,12096000.0,116.03176270154822,FSRQ,3168.7956402607156,0.0013098526952135894,58739.50001157408,0.0006311514933079259,0.0016296681091192429,58500.0,59000.0,5e-07,2.1546511627906978e-07,1.2967176856194826e-08
4FGL J2056.2-4714,2419200.0,42695.653985683486,-0.25,0.05714285714285714,12096000.0,116.69127326988986,FSRQ,3150.8548298416886,0.0013024366856157774,58893.50001157408,0.0006311514933079259,0.001772426293877129,58500.0,59000.0,5e-07,2.1546511627906978e-07,1.2967176856194826e-08
4FGL J2151.8-3027,5443200.0,299933.7658877082,0.6666666666666666,0.03571428571428571,27216000.0,25.009373050480722,FSRQ,22069.536886134894,0.004054515153978339,55554.50001157408,0.0018581349269121766,0.007523842553774238,55400.0,57200.0,2e-07,1.5342556818181817e-07,3.963507222767676e-09
4FGL J2151.8-3027,1512000.0,70001.72371090556,0.0,0.00992063492063492,7560000.0,56.42734563414087,FSRQ,5150.822612313843,0.0034066287118477796,56097.00001157408,0.0018581349269121766,0.003782820839536491,55400.0,57200.0,2e-07,1.5342556818181817e-07,3.963507222767676e-09
4FGL J2151.8-3027,604800.0,28172.472855431937,0.0,0.003968253968253968,3024000.0,88.67794165448458,FSRQ,2072.969100415878,0.003427528274497153,56121.50001157408,0.0018581349269121766,0.003427528274497153,55400.0,57200.0,2e-07,1.5342556818181817e-07,3.963507222767676e-09
4FGL J2151.8-3027,13608000.0,734988.8177080762,-0.5555555555555556,0.08928571428571429,68040000.0,16.135059453787292,FSRQ,54081.48287438222,0.003974241833802339,56265.00001157408,0.0018581349269121766,0.014420698228067288,55400.0,57200.0,2e-07,1.5342556818181817e-07,3.963507222767676e-09
4FGL J2151.8-3027,1209600.0,41228.009056729665,0.0,0.007936507936507936,6048000.0,85.59034813838662,FSRQ,3033.613317681773,0.002507947517924746,56583.50001157408,0.0018581349269121766,0.002978187677535636,55400.0,57200.0,2e-07,1.5342556818181817e-07,3.963507222767676e-09
4FGL J2151.8-3027,2419200.0,100407.38039024369,0.0,0.015873015873015872,12096000.0,49.73777598219545,FSRQ,7388.1124341041495,0.003053948592139612,56926.50001157408,0.0018581349269121766,0.003960467122056161,55400.0,57200.0,2e-07,1.5342556818181817e-07,3.963507222767676e-09
4FGL J2151.8-3027,3024000.0,94480.85408833878,0.0,0.01984126984126984,15120000.0,59.03652632317782,FSRQ,6952.030519687394,0.0022989518914310167,57094.50001157408,0.0018581349269121766,0.0027378427070678473,55400.0,57200.0,2e-07,1.5342556818181817e-07,3.963507222767676e-09
4FGL J2202.7+4216,1209600.0,27812.87969389531,-0.5,0.008264462809917356,6048000.0,126.73374698340085,FSRQ,2057.14855431975,0.001700684982076513,59075.50001157408,0.0006892364644190767,0.001949565711160881,59000.0,60700.0,1.5e-06,5.466831578947369e-07,3.957844044565141e-09
4FGL J2202.7+4216,604800.0,11667.842213048765,0.0,0.004132231404958678,3024000.0,213.5367433735447,FSRQ,862.998905714627,0.0014269161800837087,59103.50001157408,0.0006892364644190767,0.0014269161800837087,59000.0,60700.0,1.5e-06,5.466831578947369e-07,3.957844044565141e-09
4FGL J2202.7+4216,604800.0,12210.532548539404,0.0,0.004132231404958678,3024000.0,204.0644594365404,FSRQ,903.1383897013537,0.0014932843745062065,59117.50001157408,0.0006892364644190767,0.0014932843745062065,59000.0,60700.0,1.5e-06,5.466831578947369e-07,3.957844044565141e-09
4FGL J2202.7+4216,3024000.0,72924.0138315548,-0.4,0.02066115702479339,15120000.0,76.43392389578477,FSRQ,5393.743160716419,0.0017836452251046358,59215.50001157408,0.0006892364644190767,0.0021901504159424364,59000.0,60700.0,1.5e-06,5.466831578947369e-07,3.957844044565141e-09
4FGL J2202.7+4216,604800.0,13160.240635648026,0.0,0.004132231404958678,3024000.0,189.3677678338598,FSRQ,973.3824866781257,0.0016094287147455782,59278.50001157408,0.0006892364644190767,0.0016094287147455782,59000.0,60700.0,1.5e-06,5.466831578947369e-07,3.957844044565141e-09
4FGL J2202.7+4216,1814400.0,53726.343213573375,0.0,0.012396694214876033,9072000.0,80.40489256787784,FSRQ,3973.8089146859556,0.002190150415942436,59320.50001157408,0.0006892364644190767,0.0027957601900477315,59000.0,60700.0,1.5e-06,5.466831578947369e-07,3.957844044565141e-09
4FGL J2202.7+4216,3024000.0,95513.49904635269,0.6,0.02066115702479339,15120000.0,58.40023423145343,FSRQ,7064.549181663923,0.0023361604436719324,59397.50001157408,0.0006892364644190767,0.003276929599610843,59000.0,60700.0,1.5e-06,5.466831578947369e-07,3.957844044565141e-09
4FGL J2202.7+4216,1209600.0,21368.43195994396,0.0,0.008264462809917356,6048000.0,164.86753091011755,FSRQ,1580.492181977369,0.0013066238276929307,59474.50001157408,0.0006892364644190767,0.001377140034266835,59000.0,60700.0,1.5e-06,5.466831578947369e-07,3.957844044565141e-09
4FGL J2202.7+4216,604800.0,12414.041424348396,0.0,0.004132231404958678,3024000.0,200.72586714377394,FSRQ,918.1906961963764,0.0015181724474146435,59642.50001157408,0.0006892364644190767,0.0015181724474146435,59000.0,60700.0,1.5e-06,5.466831578947369e-07,3.957844044565141e-09
4FGL J2202.7+4216,604800.0,10311.116374322164,0.0,0.004132231404958678,3024000.0,241.5796807921513,FSRQ,762.6501957478098,0.0012609956940274633,59733.50001157408,0.0006892364644190767,0.0012609956940274633,59000.0,60700.0,1.5e-06,5.466831578947369e-07,3.957844044565141e-09
4FGL J2202.7+4216,3024000.0,83913.49312524026,0.4,0.02066115702479339,15120000.0,66.44800283108283,FSRQ,6206.5677114476375,0.0020524364125157533,59859.50001157408,0.0006892364644190767,0.002588359582477425,59000.0,60700.0,1.5e-06,5.466831578947369e-07,3.957844044565141e-09
4FGL J2202.7+4216,1209600.0,26659.6627309777,-0.5,0.008264462809917356,6048000.0,132.20332017166893,FSRQ,1971.8521508479555,0.0016301687755026087,59901.50001157408,0.0006892364644190767,0.0017421651035905742,59000.0,60700.0,1.5e-06,5.466831578947369e-07,3.957844044565141e-09
4FGL J2202.7+4216,604800.0,10853.806709812805,0.0,0.004132231404958678,3024000.0,229.52121907819767,FSRQ,802.7896797345367,0.0013273638884499614,60559.50001157408,0.0006892364644190767,0.0013273638884499614,59000.0,60700.0,1.5e-06,5.466831578947369e-07,3.957844044565141e-09
4FGL J2202.7+4216,1209600.0,37649.14202466317,-0.5,0.008264462809917356,6048000.0,93.69888198887435,FSRQ,2784.6767015791743,0.002302146744030402,60580.50001157408,0.0006892364644190767,0.003102713089251785,59000.0,60700.0,1.5e-06,5.466831578947369e-07,3.957844044565141e-09
4FGL J2232.6+1143,1814400.0,64706.59769021121,0.0,0.009584664536741214,9072000.0,66.80089972562627,FSRQ,4812.662366229116,0.002652481462868781,57423.50001157408,0.0007433759942823866,0.003477951987089151,56800.0,59000.0,3e-06,7.719817857142857e-07,4.946911945049616e-09
4FGL J2232.6+1143,604800.0,20304.484102790404,0.0,0.003194888178913738,3024000.0,122.88195770900931,FSRQ,1510.180259747757,0.002496991170217852,57619.50001157408,0.0007433759942823866,0.002496991170217852,56800.0,59000.0,3e-06,7.719817857142857e-07,4.946911945049616e-09
4FGL J2232.6+1143,6048000.0,362635.85481384734,0.1,0.03194888178913738,30240000.0,21.814472363490484,FSRQ,26971.65348522024,0.0044595987905456744,57710.50001157408,0.0007433759942823866,0.008231839022696216,56800.0,59000.0,3e-06,7.719817857142857e-07,4.946911945049616e-09
4FGL J2232.6+1143,2419200.0,221062.2815916439,0.25,0.012779552715654952,12096000.0,22.702566585429572,FSRQ,16441.880135660333,0.006796412093113563,57731.50001157408,0.0007433759942823866,0.008231839022696216,56800.0,59000.0,6e-06,7.719817857142857e-07,4.946911945049616e-09
4FGL J2232.6+1143,1209600.0,70675.22351163584,-0.5,0.006389776357827476,6048000.0,50.04924698155461,FSRQ,5256.588981045077,0.004345725017398377,57787.50001157408,0.0007433759942823866,0.00561137026713792,56800.0,59000.0,3e-06,7.719817857142857e-07,4.946911945049616e-09
4FGL J2232.6+1143,604800.0,45629.30768154547,0.0,0.003194888178913738,3024000.0,54.90793670721493,FSRQ,3393.756737565014,0.00561137026713792,57787.50001157408,0.0007433759942823866,0.00561137026713792,56800.0,59000.0,6e-06,7.719817857142857e-07,4.946911945049616e-09
4FGL J2232.6+1143,604800.0,18965.726909199828,0.0,0.003194888178913738,3024000.0,131.5270486766269,FSRQ,1410.6079349292236,0.0023323543897639278,57836.50001157408,0.0007433759942823866,0.0023323543897639278,56800.0,59000.0,3e-06,7.719817857142857e-07,4.946911945049616e-09
4FGL J2232.6+1143,604800.0,20360.26565252335,0.0,0.003194888178913738,3024000.0,122.54641752002162,FSRQ,1514.329106615196,0.0025038510360700992,57857.50001157408,0.0007433759942823866,0.0025038510360700992,56800.0,59000.0,3e-06,7.719817857142857e-07,4.946911945049616e-09
4FGL J2232.6+1143,604800.0,19690.887055728057,0.0,0.003194888178913738,3024000.0,126.69837020469119,FSRQ,1464.5429442059292,0.002421532645843137,57878.50001157408,0.0007433759942823866,0.002421532645843137,56800.0,59000.0,3e-06,7.719817857142857e-07,4.946911945049616e-09
4FGL J2232.6+1143,2419200.0,93768.78510107327,0.25,0.012779552715654952,12096000.0,53.24458940060956,FSRQ,6974.211584164778,0.002882858624406737,58102.50001157408,0.0007433759942823866,0.003711187426065544,56800.0,59000.0,3e-06,7.719817857142857e-07,4.946911945049616e-09
4FGL J2232.6+1143,1209600.0,48585.72981739133,-0.5,0.006389776357827476,6048000.0,72.67259182321543,FSRQ,3613.6456215392755,0.0029874715786535016,58137.50001157408,0.0007433759942823866,0.003601429572429594,56800.0,59000.0,3e-06,7.719817857142857e-07,4.946911945049616e-09
4FGL J2253.9+1609,1209600.0,267841.8739046432,-0.5,0.006060606060606061,6048000.0,13.41754890273616,FSRQ,19801.727855911508,0.016370476071355413,55162.50001157408,0.003158427374337151,0.019963995208970013,54500.0,57000.0,8e-06,1.838428287671233e-06,5.96529025342961e-09
4FGL J2253.9+1609,1814400.0,359533.3864869818,0.0,0.00909090909090909,9072000.0,12.214845136927838,FSRQ,26580.542357107697,0.014649769817629903,55281.50001157408,0.003158427374337151,0.016969395927624514,54500.0,57000.0,8e-06,1.838428287671233e-06,5.96529025342961e-09
4FGL J2253.9+1609,6048000.0,1894491.3032279643,-0.5,0.030303030303030304,30240000.0,4.278870434959677,FSRQ,140061.00190766674,0.023158234442405216,55498.50001157408,0.003158427374337151,0.05974938566113169,54500.0,57000.0,8e-06,1.838428287671233e-06,5.96529025342961e-09
4FGL J2253.9+1609,3024000.0,330136.1076437893,-0.2,0.07142857142857142,15120000.0,17.025864224827803,FSRQ,24407.18198267838,0.00807115806305502,56807.50001157408,0.0026573403200285763,0.011422257258846415,56500.0,57000.0,3e-06,1.2157818181818181e-06,1.4803660606314195e-08
4FGL J2253.9+1609,1814400.0,147103.0500843881,0.0,0.04285714285714286,9072000.0,29.516081074065237,FSRQ,10875.426318076834,0.005993951894883617,56863.50001157408,0.0026573403200285763,0.0065168184360709265,56500.0,57000.0,3e-06,1.2157818181818181e-06,1.4803660606314195e-08
4FGL J2253.9+1609,1209600.0,89475.05108225667,0.0,0.02857142857142857,6048000.0,39.5939611234442,FSRQ,6614.950028520961,0.0054687086876000005,56905.50001157408,0.0026573403200285763,0.00560417865508944,56500.0,57000.0,3e-06,1.2157818181818181e-06,1.4803660606314195e-08
